model,leg_MAE,leg_w15,trip_MAE,trip_w15,seen_MAE,cold_MAE,seen_w15,cold_w15
M0_osrm,107.38930063333783,0.04514216412882361,190.90415565697813,0.027384098006245496,106.52940334811848,121.30092592592592,0.045070825583059096,0.046296296296296294
M1_lookup,35.74754704756989,0.473655841530791,55.569394392404156,0.4902714388662023,33.35989109824339,74.37561980183574,0.48490485047932463,0.2916666666666667
M2_tabular,34.34612578517663,0.5333513003638324,53.36620385832068,0.5414364640883977,28.042278034528195,136.33129228814403,0.5583059092860209,0.12962962962962962
M3_graph,34.406864511196254,0.5368548713111441,53.48009933799957,0.5397549843862599,28.138677562603494,135.81510197349905,0.5611675490055802,0.14351851851851852
M3_LEAKY_fullgraph,25.098549258738117,0.613933432152001,38.88005452679971,0.6094162863319721,25.466108562213737,19.152086360610628,,
